Public Food Key,Classification,Food Name,Price ($/100g), Price / item ,Weight / item (g),"Energy with dietary fibre, equated 
(kJ)","Energy, without dietary fibre, equated 
(kJ)","Moisture (water) 
(g)","Protein 
(g)","Fat, total 
(g)","Total dietary fibre 
(g)","Alcohol 
(g)",Total sugars (g),Added sugars (g),"Available carbohydrate, with sugar alcohols 
(g)","Aluminium (Al) 
(ug)","Antimony (Sb) 
(ug)","Arsenic (As) 
(ug)","Cadmium (Cd) 
(ug)","Calcium (Ca) 
(mg)","Chromium (Cr) 
(ug)","Chloride (Cl) 
(mg)","Cobalt (Co) 
(ug)","Copper (Cu) 
(mg)","Fluoride (F) 
(ug)","Iodine (I) 
(ug)","Iron (Fe) 
(mg)","Lead (Pb) 
(ug)","Magnesium (Mg) 
(mg)","Manganese (Mn) 
(mg)","Mercury (Hg) 
(ug)","Molybdenum (Mo) 
(ug)","Nickel (Ni) 
(ug)","Phosphorus (P) 
(mg)","Potassium (K) 
(mg)","Selenium (Se) 
(ug)","Sodium (Na) 
(mg)","Sulphur (S) 
(mg)","Tin (Sn) 
(ug)","Zinc (Zn) 
(mg)","Vitamin A retinol equivalents 
(ug)","Thiamin (B1) 
(mg)","Riboflavin (B2) 
(mg)","Niacin derived equivalents 
(mg)","Pantothenic acid (B5) 
(mg)","Pyridoxine (B6) 
(mg)","Biotin (B7) 
(ug)","Cobalamin (B12) 
(ug)","Dietary folate equivalents 
(ug)","Vitamin C 
(mg)","Vitamin D3 equivalents 
(ug)","Alpha tocopherol 
(mg)","Alpha tocotrienol 
(mg)","Beta tocopherol 
(mg)","Beta tocotrienol 
(mg)","Delta tocopherol 
(mg)","Delta tocotrienol 
(mg)","Gamma tocopherol 
(mg)","Gamma tocotrienol 
(mg)","Vitamin E 
(mg)","Total saturated fatty acids, equated (%T)","Total polyunsaturated fatty acids, equated (%T)","Total long chain omega 3 fatty acids, equated 
(%T)","Total undifferentiated fatty acids 
(%T)","Total trans fatty acids, imputed 
(%T)","Total saturated fatty acids, equated 
(g)","Total monounsaturated fatty acids, equated 
(g)","Total polyunsaturated fatty acids, equated 
(g)","Total long chain omega 3 fatty acids, equated 
(mg)","Total undifferentiated fatty acids, mass basis basis 
(mg)","Total trans fatty acids, imputed 
(mg)","Caffeine 
(mg)","Cholesterol 
(mg)"
F000253,24402,"Bamboo shoot, canned in water, heated, drained", $0.62 , $6.22 ,1000,57,34,95.7,0.8,0,2.8,0,0.8,0,1.3,,,,,15,,,,0,,0.7,0.4,,5,0.09,,,,8,51,1,10,,,0.5,0,0,0,0.43,,0.14,,0,3,0,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F006585,16103,"Pear, brown skin, unpeeled, raw", $0.63 , $1.13 ,180,264,237,81,0.3,0,3.4,0,10.4,0,14.3,,,,,6,,,,,,0,0.2,,7,,,,,12,100,0,2,,,0.1,2,0.02,0.04,0.12,,0,,0,44,4,0,0.2,,,,,,,,0.2,0,0,0,,0,0,0,0,0,,0,0,0
F006712,16505,"Pineapple, canned in syrup, drained", $0.63 , $6.28 ,1000,296,287,79.7,0,0,1.2,0,17.5,11.1,17.5,0,,0,,9,,,,0.092,,1.3,0.18,2.9,11,0.41,,2,,8,120,0,1,,,0.09,3,0.05,0,0,0.03,0.1,,0,0,5,0,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,0,,0,0,0
F006711,16505,"Pineapple, canned in syrup", $0.63 , $6.28 ,1000,360,354,76.4,0.3,0.6,0.7,0,19.8,15.7,19.8,,,,,4,,,,0.05,,0,0.4,,11,0.78,,,,3,80,0,6,,,0,1,0.05,0,0.08,,0.07,,0,5,8,0,0,,,,,,,,0.01,33.5,46.2,0,,0,0.16,0.1,0.22,0,,0,0,0
F006707,16505,"Pineapple, canned in pineapple juice", $0.63 , $6.28 ,1000,236,230,84.7,0.5,0.6,0.8,0,12,0,12,,,,,4,,,,0.06,,0,0.4,,11,0.29,,,,10,121,0.4,5,,,0,1,0.07,0,0.1,,0.07,,0,5,6,0,0,,,,,,,,0.01,33.5,46.2,0,,0,0.16,0.1,0.22,0,,0,0,0
F006708,16505,"Pineapple, canned in juice, drained", $0.63 , $6.28 ,1000,190,181,85.5,0,0,1.1,0,10.9,0,10.9,0,,0,,9,,,,0.092,,1.3,0.18,2.9,11,0.41,,2,,8,120,0,1,,,0.09,3,0.05,0,0,0.03,0.1,,0,0,23,0,0,,0,,0,,0,,0,0,0,0,,0,0,0,0,0,,0,0,0
F001807,12504,"Breakfast cereal, puffed or popped rice, cocoa coating, added vitamins B1, B2, B3, C & folate, Ca, Fe & Zn", $0.63 , $0.63 ,100,1615,1582,3.1,5.3,2.9,2.6,0,30.4,23.7,83.2,324,,,2.2,388,9.5,1000,,0.232,0,0,13.8,,36,0.83,,27.2,,94,208,1.1,496,65,,7.8,0,1.272,1.688,11.19,0.2,0,3.7,0,1792,55,0,0,,0,,0,,0,,0,46.2,17.6,0,,0,1.14,0.89,0.43,0,,0,4,0
F001803,12504,"Breakfast cereal, puffed or popped rice, added vitamins B1, B2, B3, C & folate, Fe & Zn", $0.63 , $0.63 ,100,1559,1530,3.4,6.8,1.1,2.1,0,6.2,5.7,81.2,,,,,6,6.6,1180,,0.158,40,3.7,15.5,,25,1.165,,39.8,,98,101,13.8,658,50,,7.8,0,1.4,1.9,12.76,1,0,2.4,0,371,33,0,0,,0,,,,,,0,21.3,41,0,,0.1,0.2,0.34,0.38,0,,0.94,0,0
F003321,24705,"Cucumber, Lebanese, unpeeled, raw", $0.64 , $1.78 ,280,52,45,95.9,0.6,0,0.9,0,1.9,0,2,0,,0.4,0,42,0.3,0,,0.023,0,0.1,0.27,0.2,10,0.1,0,6.8,2,28,134,0,12,,,0.16,15,0.01,0.02,0.23,0.1,1.8,0.9,0,4,9,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F002021,13303,"Cake mix, plain, dry powder", $0.64 , $0.64 ,100,1603,1592,5.5,4.8,8.2,1.4,0,42.5,42.3,73.5,,,,,61,,500,,0.052,0,0,0.78,,13,0.41,,,,430,81,7,670,,,0.3,4,0.09,0,1.85,0.15,0,,0,0,0,0,0.8,,0,,0.2,,0.8,,0.87,54.8,10.3,0,,1.5,4.3,2.74,0.81,0,,117.59,0,1
F006332,16505,"Passionfruit, pulp, canned", $0.64 , $6.41 ,1000,424,368,70.2,1.5,0.2,7,0,19.8,17,19.8,,,,,6,,,,,,0.2,0.3,,14,,,,,34,100,0.3,10,,,0.4,62,0.015,0.07,1.58,,0.05,,0,7,9,0,0,,,,,,,,0.01,,,,,,0,0,0,0,,0,0,0
F001451,12210,"Bread, from rye flour, sour dough, toasted", $0.65 , $4.40 ,680,1153,1104,26,10.8,1.9,6.1,0,2.4,0,50.2,,,,,38,,,,,,64.8,1.29,,38,,,,,141,153,12.9,600,,,1.14,0,0.198,0.035,1.78,,0.02,,0,184,0,0,0.1,,0.1,,0,,0.3,,0.2,,,,,,0.36,0.31,1,0,,5.08,0,0
F001450,12210,"Bread, from rye flour, sour dough", $0.65 , $4.40 ,680,980,939,37.1,9.2,1.6,5.2,0,2,0,42.7,,,,,32,,,,,,58,1.1,,32,,,,,120,130,11,510,,,0.97,0,0.21,0.03,1.51,,0.02,,0,184,0,0,0.1,,0.1,,0,,0.3,,0.18,21.5,59.2,0,,0.3,0.31,0.27,0.85,0,,4.32,0,0
F005191,24401,"Lettuce, cos, raw", $0.65 , $1.95 ,300,80,65,94,1.4,0.3,1.8,0,1.8,0,1.8,,0,0.4,1,20,2.2,150,,0.068,0,2.1,0.7,0.8,13,0.35,0,1.1,11,31,210,0.6,18,,0.3,0.31,204,0.03,0.06,0.47,0,0.06,2.2,0,57,13,0,0.2,,,,,,,,0.21,0,0,0,,0,0,0,0,0,,0,0,0
F001669,12302,"Bread, tortilla, white, commercial", $0.65 , $0.65 ,100,1263,1240,28.9,7.3,9,2,0,4.3,0,46.3,120,,0,0,37,6.5,,,0.11,,46.4,0.75,0,22,0.58,,10,,220,110,13,750,,,0.44,0,0.492,0,1.28,0.11,0,,0,126,0,0,0.3,,0,,0,,0,,0.3,49.6,16.8,0,,0,3.97,2.56,1.34,0,,0,0,0
F002015,24201,"Cabbage, white, raw", $0.65 , $4.90 ,750,91,72,90.8,1.3,0.1,2.4,0,2.8,0,2.8,,,,,32,,40,,0.021,30,0,0.46,,14,0.12,,,,40,266,0,14,,,0.23,1,0.05,0.04,0.54,0.12,0.09,1.9,0,42,45,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F002014,24201,"Cabbage, white, boiled, drained", $0.65 , $4.90 ,750,94,75,90.5,1.4,0.1,2.4,0,2.9,0,2.9,,,,,32,,42,,0.022,31.25,0,0.46,,13,0.125,,,,35,236,0,13,,,0.23,1,0.042,0.038,0.56,0.12,0.07,2,0,26,26,0,0,,,,,,,,0,,,,,,0,0,0,0,,0,0,0
F000123,16404,"Apricot, canned in pear juice, drained", $0.66 , $6.57 ,1000,196,171,84.9,1,0,3.1,0,7.8,0,8.9,,,,,15,,,,,,0.8,0.5,,10,,,,,20,140,0.1,3,,,0.3,163,0.03,0.04,0.76,,0.05,,0,2,5,0,0.6,,,,,,,,0.6,0,0,0,,0,0,0,0,0,,0,0,0
F000122,16404,"Apricot, canned in pear juice", $0.66 , $6.57 ,1000,192,177,85.7,0.8,0,1.8,0,8.2,0,9.6,,,,,12,,,,,,0.4,0.46,,10,,,,,17,189,0,4,,,0.26,96,0.026,0.032,0.7,,0.03,,0,19,5,0,0.4,,,,,,,,0.36,,,,,,0,0,0,0,,0,0,0
F002755,18903,"Chicken, nugget, purchased frozen, baked, no added fat", $0.66 , $6.60 ,1000,1172,1163,47.5,12.8,17.6,1.1,0,0.8,0.6,17.3,,,,,13,6.6,,,0.071,,2.9,0.74,,20,0.33,,11,,200,180,11,920,,,0.88,28,0.08,0.09,9.28,1,0.49,,0.2,7,0,4.38,0.4,,0,,,,,,0.4,29.9,33.6,0,,0.3,4.97,5.95,5.59,0,,49.9,0,41
F008210,22101,"Seed, linseed or flaxseed", $0.66 , $0.66 ,100,1883,1620,6.4,21.6,32.6,32.9,0,1.5,0,2.8,160,,3.7,7.5,180,4.2,,,0.86,,4.3,5.5,0,330,3.1,,22,,490,630,22,60,,,3.5,0,0.34,0.03,6.81,0.38,0.06,,0,41,0,0,0.2,,0,,0,,13.1,,1.48,10.7,67.9,0,,0,3.33,6.11,21.16,0,,0,0,0
F005213,28401,"Liquorice, allsorts", $0.66 , $0.66 ,100,1473,1462,6.8,2.3,0.3,1.4,0,76.2,74.7,88.1,,,,,113,,,,0.109,,0,3.52,,48,0.64,,,,21,425,2,48,,,0.24,0,0,0,1.22,,0.15,,0,0,0,0,0.1,,,,,,,,0.09,,,,,,0.22,0.03,0.04,0,,0,0,0
F001823,12509,"Breakfast cereal, wheat bran, flakes, sultanas, added vitamins B1, B2, B3, B6 & folate, Fe & Zn", $0.66 , $0.66 ,100,1391,1272,10.5,9.8,1.5,14.8,0,24.5,1.2,63.3,406,,5.8,0.8,56,37.4,505,,0.543,10,8.6,13.53,1,120,5.29,1.5,31,,300,757,12.1,269,80,,4.78,0,1.256,1.07,7.72,0.28,0.9,12,0,584,9,0,1,,0.3,,0.2,,1.7,,1.37,21.84,56.61,0,,1,0.26,0.25,0.69,0,,12.28,0,0
F003313,13606,"Crumpet, from white flour, toasted", $0.67 , $4.00 ,600,860,832,45,5.6,0.8,2.5,0,1.9,0,41.6,,,,,92,,1010,,0.24,140,70.9,1,,19,0.43,,,,174,88,0,1051,50,,0.36,0,0.509,0,2.09,0.15,0.05,3,0.1,218,0,0,0.1,,,,,,,,0.07,23,63.1,0,,1.1,0.16,0.1,0.45,0,,7.83,0,0
F000262,16501,"Banana, cavendish, peeled, raw", $0.68 , $0.81 ,120,394,366,76.2,1.4,0.2,2.2,0,12.8,0,19.6,,0,0.6,0,5,1.2,90,,0.091,80,0.4,0.29,0,31,0.379,0,4.2,4,21,346,0.2,0,,0,0.16,6,0.02,0.047,0.73,0.1,0.2,2.3,0,33,4,0,0.1,,0,,0,,0,,0.12,0,0,0,,0,0,0,0,0,,0,0,0
F001541,12201,"Bread, from white flour, toasted", $0.68 , $4.40 ,650,1241,1206,24,10.8,2.8,4.3,0,3.7,0,54.3,178.8,,0,,150,,,,0.172,,50.5,1.38,0,40,0.915,,16.5,,99,166,13.3,512,,,0.96,0,0.796,0.05,2.17,0.19,0,,0,321,0,0,0,,0,,0,,0,,0,14.2,45.7,0,,1.1,0.35,0.92,1.14,0,,27.41,0,0
F001538,12201,"Bread, from white flour, sour dough, commercial, toasted", $0.68 , $4.40 ,650,1144,1114,27.1,10.4,1.7,3.7,0,1.4,0,51.1,285.7,,1.2,,25,,,,0.178,,66.7,1.31,0,37,0.881,,13.1,,95,155,19,583,,,0.77,0,0.676,0.048,4.45,0.15,0.1,,0,308,0,0,0,,0,,0,,0,,0,,,,,,0.54,0.52,0.39,0,,7.42,0,0
F001537,12201,"Bread, from white flour, sour dough, commercial", $0.68 , $4.40 ,650,961,936,38.8,8.8,1.4,3.1,0,1.2,0,42.9,240,,1,,21,,,,0.15,,59,1.1,0,31,0.74,,11,,80,130,16,490,,,0.65,0,0.71,0.04,3.74,0.13,0.08,,0,304,0,0,0,,0,,0,,0,,0,36.2,26.3,0,,0.5,0.45,0.43,0.33,0,,6.23,0,0
F001529,12201,"Bread, from white flour, Italian-style, commercial, toasted", $0.68 , $4.40 ,650,1274,1237,23,10.7,3,4.6,0,2.4,0,55.7,,,,,19,,,,,,76.9,1,,28,,,,,117,117,8.3,595,,,0.92,0,0.305,0.024,3.05,,0.02,,0,179,0,0,0.2,,0.2,,0,,0.6,,0.4,,,,,,0.53,1.34,0.73,0,,27.55,0,0
F001528,12201,"Bread, from white flour, Italian-style, commercial", $0.68 , $4.40 ,650,1070,1039,35.3,9,2.5,3.9,0,2,0,46.8,,,,,16,,,,,,68,0.84,,24,,,,,98,98,7,500,,,0.77,0,0.32,0.02,2.56,,0.02,,0,177,0,0,0.2,,0.2,,0,,0.5,,0.35,20,27.7,0,,1,0.44,1.13,0.62,0,,23.14,0,0
F001672,12201,"Bread, from white flour, Turkish, toasted", $0.68 , $0.68 ,100,1233,1198,26.8,9.2,3.3,4.3,0,2.6,0,54.2,,,,,60,,,,,,67.8,0.95,,31,,,,,112,131,10.4,631,,,0.88,0,0.39,0.024,2.75,,0.02,,0,233,0,0,0.3,,0.1,,0,,1,,0.5,,,,,,0.43,1.39,1.07,0,,59.33,0,0
F001671,12201,"Bread, from white flour, Turkish", $0.68 , $0.68 ,100,1035,1007,38.5,7.8,2.8,3.6,0,2.2,0,45.5,,,,,50,,,,,,60,0.8,,26,,,,,94,110,8.7,530,,,0.74,0,0.41,0.02,2.31,,0.02,,0,230,0,0,0.3,,0.1,,0,,0.9,,0.44,14.6,36,0,,2,0.36,1.17,0.9,0,,49.84,0,0
F001996,24201,"Cabbage, Chinese, raw", $0.69 , $6.90 ,1000,44,35,95.7,1.1,0,1.1,0,0.9,0,0.9,,,,,25,,,,,,4.1,0.3,,8,,,,,40,250,0,6,,,0.2,32,0.03,0.04,0.52,,0.1,,0,170,20,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F001993,24201,"Cabbage, Chinese, boiled, drained", $0.69 , $6.90 ,1000,46,36,95.5,1.1,0,1.1,0,0.9,0,0.9,,,,,25,,,,,,3.4,0.3,,8,,,,,35,221,0,6,,,0.2,31,0.025,0.038,0.54,,0.08,,0,106,11,0,0,,,,,,,,0,,,,,,0,0,0,0,,0,0,0
F001990,24201,"Cabbage, Chinese flowering, raw", $0.69 , $6.90 ,1000,71,48,94.2,1.3,0.3,2.8,0,0.8,0,0.9,,,,,70,,,,,,4.1,1.7,,12,,,,,40,340,0,13,,,0.5,230,0.01,0.1,0.94,,0.09,,0,425,46,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F001988,24201,"Cabbage, Chinese flowering, boiled, drained", $0.69 , $6.90 ,1000,74,50,94,1.4,0.3,2.9,0,0.8,0,0.9,,,,,69,,,,,,3.4,1.68,,12,,,,,35,301,0,13,,,0.49,227,0.008,0.094,0.98,,0.07,,0,266,26,0,0,,,,,,,,0,,,,,,0,0,0,0,,0,0,0
F005293,16303,"Mandarin, peeled, raw", $0.69 , $0.59 ,85,195,182,86,0.9,0,1.6,0,9.8,0,9.8,0,,0,0,29,3.5,10,,0.042,0,0,0,0,13,0.06,,0,,19,180,0,3,,,0.06,66,0.03,0.03,0.07,0.1,0.07,,0,26,28,0,0.1,,0,,0,,0,,0.1,0,0,0,,0,0,0,0,0,,0,0,0
F005692,12101,"Millet, uncooked", $0.70 , $3.50 ,500,1483,1448,11.7,10.2,3.5,3.7,0,0.6,0,67.4,,,,,8,,,,,,0,5.2,,104,,,,,231,195,13,1,,,2.7,0,0.31,0.03,6.85,,0.2,,0,85,0,0,0,,,,,,,,0,11.4,68.6,0,,0,0.33,0.57,1.97,0,,0,0,0
F005690,12101,"Millet, boiled, no added fat or salt", $0.70 , $3.50 ,500,487,476,71,3.3,1.1,1.2,0,0.2,0,22.1,,,,,4,,,,,,0.6,1.71,,35,,,,,76,64,4.3,2,,,0.89,0,0.081,0.009,2.25,,0.06,,0,20,0,0,0,,,,,,,,0,,,,,,0.11,0.19,0.65,0,,0,0,0
F002709,18401,"Chicken, liver, raw", $0.70 , $7.00 ,1000,466,466,75.3,16.9,4.8,0,0,0,0,0,,,,,4,,,,0.38,,1.4,9.8,,19,0.38,,,,300,230,54.6,66,,,3.6,12007,0.305,1.778,12.73,5,0.85,,16.6,1450,18,0,0.4,,0,,,,0.3,,0.4,37.37,19.56,0,,1.6,1.34,1.07,0.7,0,,55.62,0,345
F002708,18401,"Chicken, liver, fried, added butter", $0.70 , $7.00 ,1000,744,744,65.4,20.2,10.8,0,0,0,0,0,,,,,6,,,,0.452,,1.8,11.06,,19,0.451,,,,322,234,64.9,115,,,4.28,10726,0.254,1.903,15.2,5.94,0.74,,15.8,1464,17,0.07,0.5,,0,,,,0.3,,0.49,,,,,,5.11,2.29,0.93,0,,189.09,0,420
F000402,15101,"Bassa, fillet, raw", $0.70 , $7.00 ,1000,332,332,83.2,15.7,1.8,0,0,0,0,0,,0,8.7,0,18,9.2,,1,0.008,,30,0.4,9.7,31,,1.2,0.3,4,350,347,20,84,,,0.24,0,0.15,0.13,6.25,,0.44,,2,0,0,2.1,1,,,,,,,,0.95,40.76,16.59,4.713,2.86,1.6,0.5,0.5,0.2,58.288,35,19.79,0,74
F000403,15101,"Bassa (basa), fillet, steamed, no added fat", $0.70 , $7.00 ,1000,396,396,80,18.7,2.1,0,0,0,0,0,,0,10.3,0.1,22,11,,1,0.009,,28.6,0.48,11.6,33,,1.4,0.3,5,375,351,23.8,85,,,0.28,0,0.143,0.139,7.44,,0.42,,2,0,0,2.25,1.1,,,,,,,,1.13,,,,,,0.6,0.6,0.24,69.391,42,23.56,0,88
F000401,15101,"Bassa (basa), fillet, baked, no added fat", $0.70 , $7.00 ,1000,455,455,77,21.5,2.4,0,0,0,0,0,,0,11.9,0.1,25,12.6,,1,0.01,,39,0.55,13.3,42,,1.6,0.4,6,479,475,27.4,115,,,0.33,0,0.185,0.169,8.56,,0.54,,2.5,0,0,2.59,1.3,,,,,,,,1.3,,,,,,0.69,0.69,0.28,79.847,48,27.1,0,101
F001905,24202,"Broccoli, fresh, raw", $0.72 , $1.62 ,225,131,101,89.7,4.7,0.3,3.7,0,0.4,0,0.4,,,,,32,,50,,0.048,75,0,0.84,,21,0.205,,,,75,336,0,22,,,0.6,48,0.08,0.22,1.23,0.46,0.09,9.5,0,158,106,0,0.2,,,,,,,,0.18,0,0,0,,0,0,0,0,0,,0,0,0
F001904,24202,"Broccoli, fresh, microwaved", $0.72 , $1.62 ,225,112,89,92,3.2,0.4,2.9,0,1.3,0,1.3,,,,,26,,,,,,6.6,0.58,,12,,,,,54,181,0,13,,,0.26,75,0.055,0.095,0.81,0.32,0.06,,0,87,57,0,0.8,,0,,0,,0.1,,0.76,0,0,0,,0,0,0,0,0,,0,0,0
F001900,24202,"Broccoli, fresh, boiled, drained", $0.72 , $1.62 ,225,100,80,92.5,2.9,0.3,2.5,0,1.1,0,1.2,5.9,,0.2,0,26,10.4,,,0.042,,0.8,0.58,0.4,12,0.149,,6.9,,54,181,0,13,,,0.26,75,0.055,0.095,0.76,,0.06,,0,87,57,0,1.1,,0,,0,,0.4,,1.14,29.1,59.7,0,,0,0.07,0.01,0.14,0,,0,0,0
F001899,24202,"Broccoli, fresh, baked, no added fat", $0.72 , $1.62 ,225,160,124,87.4,5.7,0.4,4.5,0,0.5,0,0.5,,,,,39,,61,,0.058,91.46,0,1.03,,26,0.25,,,,91,410,0,26,,,0.72,53,0.088,0.255,1.5,0.56,0.1,11.6,0,154,110,0,0.2,,,,,,,,0.21,,,,,,0,0,0,0,,0,0,0
F004286,16504,"Guava, Hawaiian, raw", $0.73 , $0.73 ,100,144,101,87.2,0.7,0.5,5.4,0,3.4,0,3.5,,,,,10,,,,,,0,0.2,,12,,,,,40,150,0.6,4,,,0.1,72,0.03,0.04,1.1,,0.11,,0,49,243,0,0.7,,,,,,,,0.73,0,0,0,,0,0,0,0,0,,0,0,0
F009087,16303,"Tangelo, peeled, raw", $0.73 , $1.10 ,150,172,156,85.9,0.6,0.1,2,0,7.8,0,7.8,,,,,22,,,,,,0,0.3,,10,,,,,19,140,0,4,,,0.3,49,0.05,0.03,0.34,,0.07,,0,26,28,0,0.1,,,,,,,,0.1,0,0,0,,0,0,0,0,0,,0,0,0
F000544,18606,"Beef, corned, canned", $0.74 , $7.35 ,1000,957,951,64.2,21.5,15.7,0.7,0,0.3,0.3,0.3,,,,,6,,,,0.11,,8.2,2,,12,,,,,110,140,7.9,750,,,3.4,12,0,0.07,5.62,,0.04,,3.2,127,0,0.7,0.6,,0,,0,,0,,0.6,49.4,1.9,0.2,,4.6,7.39,6.51,0.28,29.924,,688.26,0,150
F004262,16303,"Grapefruit, peeled, raw", $0.74 , $1.95 ,265,125,111,89,0.9,0.2,1.7,0,4.8,0,4.8,,,,,21,,0,,0.03,0,0,0.2,,8,0.03,,,,18,120,0,4,,,0.1,2,0.03,0.03,0.55,0.28,0,1.9,0,14,36,0,0.2,,,,,,,,0.15,0,0,0,,0,0,0,0,0,,0,0,0
F009021,24302,"Swede, peeled, fresh, raw", $0.75 , $1.50 ,200,93,76,91.7,0.9,0,2.2,0,3.4,0,3.7,,,,,22,,,,,,0,0.3,,11,,,,,54,310,0,12,,,0.2,0,0.05,0.03,1.05,,0.11,,0,11,27,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
F009020,24302,"Swede, peeled, fresh, boiled, drained", $0.75 , $1.50 ,200,100,81,91.1,1,0,2.4,0,3.6,0,4,,,,,22,,,,,,0,0.31,,11,,,,,52,300,0,12,,,0.2,0,0.043,0.029,1.13,,0.09,,0,8,19,0,0,,,,,,,,0,,,,,,0,0,0,0,,0,0,0
F006445,12401,"Pasta, white wheat flour & egg, dry", $0.76 , $0.76 ,100,1522,1504,9.9,10.6,1.6,2.2,0,1.9,0,74.4,53.9,,2,0,23,0,,,0.175,,9.8,1.29,0,37,1.325,,24.6,,139,178,13.1,9,,,0.9,5,0.236,0.016,3.36,,0.06,,0,15,0,0.22,0.2,,,,,,,,0.16,,,,,,0.26,0.25,0.61,4.258,,1.25,0,18
F006444,12401,"Pasta, white wheat flour & egg, boiled from dry, no added salt", $0.76 , $0.76 ,100,694,673,57.4,7.5,1.4,2.6,0,0.6,0,29.1,62,,0,,16,,122,,0.15,290.38,4.3,0.87,0,27,0.61,,11,,92,66,5.4,4,56,,0.71,0,0.1,0,2.15,0.08,0,2.5,0,14,0,2.95,0,,0,,0,,0,,0,20.4,50.2,0.2,,0.1,0.21,0.28,0.53,2.1,,1.05,0,11
F001133,13201,"Biscuit, savoury, from white wheat flour, water cracker style", $0.76 , $0.76 ,100,1650,1621,3.1,10.4,7.2,3.7,0,2,2,69.4,130,,1,1,46,5.4,900,,0.18,0,3.3,1.5,0,35,0.93,,20,14,120,170,12.2,560,80,,0.77,2,0.2,0.03,2.05,0.24,0,6.2,0,14,0,0,0.8,,0,,0,,0,,0.8,45.6,18.2,0,,0.6,3.12,2.35,1.24,0,,41.04,0,0
F009176,20601,"Tofu (soy bean curd), firm, as purchased", $0.77 , $2.30 ,300,543,535,74.5,12.8,8.3,1,0,0,0,0,90,,0,,206,,,,0.29,,2.3,2.35,0,99,1.03,,68,,205,150,4.6,22,,,1.45,0,0.1,0.035,2.77,0.05,0.06,,0,41,0,0,0.1,,0,,1.2,,3.2,,0.42,15.15,60.6,0,,0.2,1.16,1.76,4.63,0,,15.27,0,0
F002159,13302,"Cake, lamington, unfilled", $0.77 , $0.77 ,100,1233,1214,28.4,4.7,9.4,2.4,0,31.5,29,48,,1.2,0,1,6,,200,,0.156,0,11,1.6,0.4,26,0.38,0,,,170,200,5,218,40,,0.77,13,0,0.02,1.09,0.28,0.18,5,0.3,10,0,0,0.1,,,,,,,,0.08,78.04,5.89,0,,0.4,6.93,1.36,0.52,0,,35.52,3,31
F001788,12511,"Breakfast cereal, mixed grain (wheat, rice & oat), flakes, honey, unfortified", $0.78 , $0.78 ,100,1488,1388,3.7,8.4,4.1,12.5,0,11.9,7.7,65,,0.4,4.2,0.8,27,21,57,,0.3,20,15,2.6,0.9,81,2.47,0.4,22.4,,240,270,14,220,67,0.1,1.8,0,0.09,0.02,4.86,0.19,0,8.8,0,37,0,0,0.3,,0.2,,0,,0.5,,0.45,19,53.3,0,,0.3,0.65,0.92,1.81,0,,10.21,0,0
F001767,12513,"Breakfast cereal, mixed grain (wheat, oat & corn), extruded, added vitamins B1, B2, B3, B6, C & folate, Ca & Fe", $0.78 , $0.78 ,100,1551,1528,2.8,23.3,2.5,2.5,0,28,26.6,62.8,,0.4,6.2,0.9,284,4.2,990,,0.252,0,8.1,11.19,1,41,1.34,0,27.4,,122,137,18.7,602,190,0.1,1.52,0,2.8,1.8,18.92,1,1.3,11,0,314,11,0,0.3,,0.2,,,,,,0.4,18.7,53.8,0,,0.1,0.37,0.53,1.06,0,,1.96,0,0
F001733,12515,"Breakfast cereal, mixed grain (wheat & oat), flakes, apricot & sultana, added vitamins B1, B2, B3 & folate & Fe", $0.78 , $0.78 ,100,1472,1400,8,9.1,1.5,8.2,0,25.3,7,71.6,328,0.4,4.2,0.8,31,21,57,,0.3,20,25.6,8.6,0.9,81,2.47,0.4,22.4,,200,388,12.4,32,67,0.1,1.52,0,1.309,0.828,8.56,0.19,0.02,8.8,0,1037,6,0,0.6,,0.2,,0.2,,1.8,,0.8,23.8,43.72,0,,0.1,0.29,0.39,0.53,0,,0.97,0,0
F001720,12512,"Breakfast cereal, mixed grain (rice & wheat), flakes, added vitamins B1, B2, B3, B6 & folate, Ca, Fe & Zn", $0.78 , $0.78 ,100,1669,1648,3.9,18.2,4.1,2.7,0,13.2,12.5,70.5,274,,,2,936,9.6,870,,0.248,10,0,13.8,,40,1.5,,34.2,,126,116,13,474,192,,3.28,0,1.37,1.832,12.94,0.11,1.06,5.7,0,1532,11,0,0,,0,,0,,0.4,,0.04,22.4,59.1,0,,0,0.72,0.6,1.91,0,,0,0,0
F002010,24201,"Cabbage, savoy, raw", $0.79 , $5.90 ,750,90,71,92.2,1.7,0.1,2.3,0,2.3,0,2.3,,,,,39,,,,,,0,0.6,,14,,,,,40,340,0,23,,,0.3,13,0.05,0.05,0.58,,0.09,,0,42,46,0,0,,,,,,,,0,0,0,0,,0,0,0,0,0,,0,0,0
